reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOE3h8S-kBHqoMGptBr-5ihb3m0OjsMJqMB0V2PLQeE1Isn-f7YW45dSZoclNE1xMbTjIQ3d0jmBLgPMoE0,Roy Anggraeni Asmoro,https://lh3.googleusercontent.com/a-/AOh14Gglsw3yPxle5hCYsVpliuhJNzF-ST1-obqTxCFbkA,"Tidak bisa register... Harap periksa koneksi internet anda.... Lha saya aja bisa WA dan download, masa internet nya masalah... Payah nih aplikasi.",1,0,2.2.2,2020-07-07 13:30:39,"Halo, Roy Anggraeni Asmoro. Terima kasih atas tanggapan dan dukungan Anda kepada PeduliLindungi. Apabila ada kendala dalam penggunaan aplikasi, Anda dapat melaporkan gangguan melalui email kami di pedulilindungi@mail.kominfo.go.id. Ayo bersama melawan Covid-19.",2020-07-08 01:46:05,most_relevant,com.telkom.tracencare
gp:AOqpTOHcVPcq-N-duOBhayAk-FBWFstynM8hEqb33WhkF9aqeQb5TeApLpz_Rrq4RUWqn4HLMXjNEWkW_6RMQSM,Ari Kiting,https://lh3.googleusercontent.com/-JlIHhYD9GDs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclM8NJThav_QaWkeyiTj_L_3u8EtA/photo.jpg,"Admin tolong update data terbaru, wilayah saya sudah tidak ada yang positif, tapi di sini masih termasuk zona merah, terima kasih atas perhatiannya.",1,0,2.2.2,2020-07-22 19:13:26,"Halo, Ari Kiting, Terima kasih atas dukungan dan tanggapan Anda terhadap Peduli Lindungi. Mohon dapat disampaikan juga lokasi Kelurahannya ke email kami di pedulilindungi@mail.kominfo.go.id, agar dapat kami cross check datanya. Terima kasih",2020-07-23 01:43:03,most_relevant,com.telkom.tracencare
gp:AOqpTOEm3fLDqgY7wwec_sarADMXz46WkM0N9LmyPo5nKLaujRIf2LaCEiNbCF4j7KYOtwAQS6ctsmxAVaIQB6A,M. Calvin Aksanakallah,https://lh3.googleusercontent.com/a-/AOh14GieBcun5FYtGCzF5Z5-n6lWLc7dnFg47Np367y6hA,Gak Jelas... Disekitar rumah banyak desa yg zona merah kok diaplikasi ini masih hijau semua.... Dahlah gak usah buat aplikasi aja... Daripada bikin aplikasi tapi ngaco datanya...,1,0,2.2.2,2020-06-29 05:10:01,"Halo, M Calvin Aksanakallah. Terima kasih atas dukungan dan tanggapan Anda terhadap Peduli Lindungi. Sebelumnya mohon maaf atas ketidaknyamanan yang dirasakan. Mohon dapat disampaikan juga lokasi Kelurahannya ke email kami di pedulilindungi@mail.kominfo.go.id, agar dapat kami cross check datanya. Terima kasih",2020-06-30 01:56:33,most_relevant,com.telkom.tracencare
gp:AOqpTOETnZULzNgKB8A9ah73xY00bEG2EPaKav2PrqK6PMUOKCthPKW9yhcHIKEmqBCnVh2IWdR0ranuGUs17ZU,Fedora Musik Medan,https://lh3.googleusercontent.com/a-/AOh14GiWf-LTYhQ80Pu02dfqKPWDLyanmLS_lrREA92s,"manfaat langsung yg bisa dirasakan cuma mengetahui daerah kita termasuk zona apa .. itupun tidak update .... fitur lain kurang bermanfaat, ketinggalan ..",1,0,2.2.2,2020-07-13 23:11:08,"Halo, Fedora Musik Medan.
Terima kasih sudah menghubungi PeduliLindungi dan sudah memberikan reportnya. Kami akan mempertimbangkan report Anda untuk perbaikan aplikasi PeduliLindungi di rilis selanjutnya.
Terima kasih.",2020-07-15 02:51:07,most_relevant,com.telkom.tracencare
gp:AOqpTOH23TKjc4tOA33_wKLFiuyHl4Cx3Kua_VoDkzbIjAp6j63WPjXQ4s9ovW58cpCRfMf_ZhDQMA6Ph33y0_s,hendra yanis,https://lh3.googleusercontent.com/-VKYHkXscTv8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnd1BDySQdRrrWxlHNhcSmJSgAfCQ/photo.jpg,"Sangat disayangkan aplikasi dari kominfo datanya ngak real time updatenya, contoh kelurahan jatisari kota bekasi, di aplikasi zona merah update pemda kota bekasi zona hijau.",1,0,2.2.2,2020-07-03 10:41:26,"Halo Hendra Yanis, Terima kasih atas dukungan dan tanggapan Anda, berdasarkan data yang kami himpun Kel. Jatisari, Bekasi adalah Wilayah dengan Zona Merah. Sesuai website gugus tugas COVID19 https://corona.bekasikota.go.id/. Kami akan terus berupaya memberikan data seakurat mungkin agar aplikasi ini terupdate dan mudah untuk digunakan. Terima kasih",2020-07-10 03:52:19,most_relevant,com.telkom.tracencare
gp:AOqpTOFRTMsm5z56GKv_PgtS_6DxvfJulMMtLEK9V4BY2KzCYlkh79rTpG3DJYcLNtSaEG74Z3OaUgW3uwHqEnA,Jonatan Ss,https://lh3.googleusercontent.com/a-/AOh14GgJ0y1PysSeCoNEk5cH8roEOjy1N9wRDhCu-IoK,"Ini aplikasi parah , lokasi tidak bisa sesuai dari tempat kita berada , jika kita berpergian tetap di lokasi pertama yang kita login ,",1,0,2.2.2,2020-07-06 10:08:51,"Halo, Jonatan Ss.
Terima kasih atas tanggapan dan dukungan Anda kepada PeduliLindungi.
Kami akan terus berupaya  untuk memperbaiki performansi aplikasi ini agar lebih mudah digunakan. Kami menghargai kesabaran Anda dalam menunggu perbaikan di rilis selanjutnya.
Terima kasih.",2020-07-08 01:41:26,most_relevant,com.telkom.tracencare
gp:AOqpTOEhv88H3gPQa68DpxnjmoMADdQ4mliiDP2x1UuhDnc7PZtaVjEHPN4qjwPonujzES71CU9hZFP7VxaJs_s,Ahelso 501,https://lh3.googleusercontent.com/a-/AOh14Gj5fjdXhBcfJqGWMb3d1ZF6PYJYwBw3vuWzQKb5kw,Menyalakan bluetooth terus menerus aman kah bagi hp ?? Ntar malah terserang malware. Kok jadi takut menggunakan aplikasi ini.,1,1,2.2.2,2020-07-09 01:25:27,"Halo,
Terima kasih atas tanggapan dan dukungan Anda kepada PeduliLindungi. Untuk hal tersebut, silahkan menyimak pers release dari Kominfo berikut ini:

https://kominfo.go.id/content/detail/25866/siaran-pers-no-57hmkominfo042020-tentang-aplikasi-pedulilindungi-aman-dari-phising-dan-malware-diunduh-lewat-app-store-dan-play-store/0/siaran_pers",2020-07-09 02:52:40,most_relevant,com.telkom.tracencare
gp:AOqpTOGKr7Nkna4lVzh9QpbWxsVfsLCDgtqYfNIA2BMFfb1NMhhAzVMY1ttqHCEiQLKLbbgnqP-XjEmQoQLC9Js,Junaedi Sandiva,https://lh3.googleusercontent.com/a-/AOh14GglQmBTeM1MyP75AW3_1PNHjoIUB7vkPZYUe0mOsw,Tidak bisa mendaftar... Trus pungsinya apa klw ng bisa register ?????????????????????????????¿,1,0,2.2.2,2020-07-01 11:25:57,"Halo, Junaedi Sandiva. Terima kasih atas tanggapan dan dukungan Anda kepada PeduliLindungi. Apabila ada kendala dalam penggunaan aplikasi, Anda dapat melaporkan gangguan melalui email kami di pedulilindungi@mail.kominfo.go.id. Ayo bersama melawan Covid-19.",2020-07-02 01:57:13,most_relevant,com.telkom.tracencare
gp:AOqpTOGpV9pGV0OwkkhJ4bvkV_9_Npl4q_Dt4_ohQm5jaJu-8goPf6IO41Vr33yYcCBWxb_Li0YLP_2BOmaY3Dk,M P D,https://lh3.googleusercontent.com/a-/AOh14GiDQmQO3qx_DiblUGvuoV5fGUn_LUDblHpt4N0m,Ini bukan aplikasi umum yang setiap orang bisa mengaksesnya tanpa harus menjadi bagian dari aplikadi ini. Tidak berguna bagi orang awam.,1,0,2.2.2,2020-06-29 10:39:34,"Halo, M P D. Terima kasih atas tanggapan dan dukungan Anda kepada PeduliLindungi. Apabila ada kendala dalam penggunaan aplikasi, Anda dapat melaporkan gangguan melalui email kami di pedulilindungi@mail.kominfo.go.id. Ayo bersama melawan Covid-19",2020-06-30 08:38:55,most_relevant,com.telkom.tracencare
gp:AOqpTOG7jFr6pSVw6VVAIrY99Jeh0Tuc5-_r1p1uGE2lpO7Mc4wm-QNDza9sWYnh0wh8KP-uq_XpDWBcLhr0bjo,we ndy,https://lh3.googleusercontent.com/-ghXuNEagq3k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucljEDjYbRThfv6Sxzn1R4N_kOs9YQ/photo.jpg,"Punten ini data dari mana? Karang asem cilegon saat ini masih zona hijau, tetapi sebaliknya, di kelurahan panggung rawi knp masih zona hijau? Seharusnya sdh zona merah karena ada pasien positif sdh 2 orang, Update data tolong di perbarui, karena tidak sesuai dgn Data di Gugus Tugas covid 19 daerah saya di Kota Cilegon.",1,18,2.0.3,2020-05-12 08:11:13,,,most_relevant,com.telkom.tracencare
gp:AOqpTOF3UV3RNEelGC5aCYjphvykf3JlO-wn2ZmkshQhqS9GhDCKfhgS9a6Ys3QjsK9Ogj0BqTIrw-OvzvYpyRM,elok khoirunnisaa,https://lh3.googleusercontent.com/-iaWw60li8tI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmOPArWakjgeo4gZh0wV9l9PhhkeA/photo.jpg,"Kok gak bisa masuk selalu ada tulisan ""tidak ada koneksi""padahal saya pakai wifi dan kalau pakek data sama tulisannya padahal paket saya baru di isi 10GB jelasin dong...😇😇pliss.. 👌👌👌",1,1,2.2.2,2020-06-30 23:22:32,"Halo, Elok.
 Kami mohon maaf atas ketidaknyamanan Anda dalam menggunakan Aplikasi Peduli Lindungi. Mohon diupdate versi Android diatas 5.0 agar berjalan lancar pada perangkat. Terima kasih atas tanggapan dan dukungan Anda terhadap Peduli Lindungi.",2020-07-10 09:41:55,most_relevant,com.telkom.tracencare
gp:AOqpTOFFNtB0brmcxJuCE5awnB432j_36X9ShW0CjcopQL8eBK4Ln6z0YJKQRm8qFX368dxGCi18SWuZNr4PRpY,Alisa Vamalia,https://lh3.googleusercontent.com/a-/AOh14GhinIfGdIzsdQQ6ECAgceBTEGJlmgXuNPPWLoRX,"Gimana ini baru saja download ehh malah aplikasi nya gk bisa digunakan karena alasan keamanan yg bertuliskan""maaf anda tdk bisa melanjutkan",1,0,2.2.2,2020-07-05 20:23:44,"Halo, Alisa Vamalia.
Terima kasih atas tanggapan dan dukungan Anda kepada PeduliLindungi.
Apabila ada kendala dalam penggunaan aplikasi, Anda dapat melaporkan gangguan melalui email kami di pedulilindungi@mail.kominfo.go.id. Ayo bersama melawan Covid-19.",2020-07-06 04:43:13,most_relevant,com.telkom.tracencare
gp:AOqpTOGYHD67xF5TIsF6LHOpPfSZXdkV2cjVt3FqzmBzKnrcF_K4QdDChTu9o3Y-AT6Ileb6ZJz-6-sjzUToA9A,Glory Kause,https://lh3.googleusercontent.com/a-/AOh14GhLquxYGsMLh6IErD5mjpx_nSEEfcLFAkOAKQitww,"Udah coba berkali-kali tapi tetap nggak bisa kirim OTP. Tulisannya tidak ada koneksi internet, padahal connection on terus",1,0,2.2.2,2020-07-10 02:48:21,"Halo, Glory.
 Kami mohon maaf atas ketidaknyamanan Anda dalam menggunakan Aplikasi Peduli Lindungi. Mohon diupdate versi Android diatas 5.0 agar berjalan lancar pada perangkat. Terima kasih atas tanggapan dan dukungan Anda terhadap Peduli Lindungi.",2020-07-10 09:49:25,most_relevant,com.telkom.tracencare
gp:AOqpTOHAUiTwxgeJR62jzyIN6_tF6q20QT9B1od9NDEHHo1KOF6PqvGD4MOw9fNPnjA6CZ7qG8QdV-eZKPQMhw8,Yosep Candra,https://lh3.googleusercontent.com/a-/AOh14Gh6Qy9gCNWX_7hMAguiaS2RRWlU07fFDZ35m2yG5A,"Aplikasi ngacok kok daerah saya tinggal masuk daerah zona merah, sedangkan data didaerah saya tinggal masuk daerah aman,",1,1,2.2.2,2020-06-25 20:48:49,"Halo, Candra. Terima kasih atas dukungan dan tanggapan Anda terhadap Peduli Lindungi. Mohon dapat disampaikan juga lokasi Kelurahannya ke email kami di pedulilindungi@mail.kominfo.go.id, agar dapat kami cross check datanya. Terima kasih",2020-06-26 03:56:06,most_relevant,com.telkom.tracencare
gp:AOqpTOH3-RIhT3kDYIozkJiRJrUDHl1HgfKEMv51eJ8C-NmYSYdYF4g9yDo9kQQlbkRdZjTaKy-QGpRJKjepHlU,alvaro silitonga,https://lh3.googleusercontent.com/-2YxJhw2dPYI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclsWibc3FeO5czJ1mt50Hz_LabQhw/photo.jpg,Aplikasi bohong. Udah jelas kota kami dinyatakan zona merah kenapa masih hijau.. jangan percaya aplikasi ini.,1,0,2.2.2,2020-07-10 15:12:43,"Halo alvaro silitonga, mohon maaf, agar dapat di infomasikan perihal detail informasi lokasi area nya (Kelurahan/Kecamatan) supaya kami dapat lebih mudah mengkonfirmasi data tersebut. Kami akan terus berupaya memberikan informasi terbaru dan seakurat mungkin. Terima kasih atas tanggapan dan dukungan Anda kepada PeduliLindungi.",2020-07-13 14:20:27,most_relevant,com.telkom.tracencare
